dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,49,438.05874586105347,-0.6166268091088841,-0.6113318126373458,0.21647428748048458,True,eom,euclidean,3,2,none,euclidean,0.008473655503284192,2,3,"(1, 1)",english,False,-0.12637197117101948,0.6766830870279146,0.7739620931825489
dataset_name,RF,LCB,50,436.81326818466187,-0.6157609523713794,-0.6132424486478157,0.2142943148267041,True,eom,euclidean,3,2,none,euclidean,0.008347316786827241,5,3,"(1, 1)",english,False,-0.12550550395287774,0.6724709784411277,0.7717237299407042
dataset_name,RF,LCB,51,437.19542598724365,-0.6122177997844129,-0.6117099073155856,0.21535053246330196,True,eom,euclidean,3,2,none,cosine,0.008047786722471731,2,3,"(1, 1)",english,False,-0.12502683918061527,0.6727574750830565,0.7930912341741049
dataset_name,RF,LCB,52,447.0629918575287,-0.6183251887826544,-0.6136474264045908,0.21258143874319138,True,eom,euclidean,3,2,none,euclidean,0.008385371655733154,6,3,"(1, 1)",english,False,-0.12372222935459441,0.672203947368421,0.7689809217446235
dataset_name,RF,LCB,53,449.6036591529846,-0.6303156434008651,-0.6272408806591893,0.20307554707547726,True,eom,euclidean,3,2,none,cosine,0.00832545621813922,6,3,"(1, 1)",english,False,-0.12854458992450793,0.6544871794871795,0.7701218061361239
dataset_name,RF,LCB,54,450.64083886146545,-0.6169057814888745,-0.6163372003428886,0.20915228247464726,True,eom,euclidean,3,3,none,euclidean,0.000248638846613396,2,3,"(1, 1)",english,False,-0.12574196305798624,0.6671521035598705,0.7812452349026345
dataset_name,RF,LCB,55,438.45592522621155,-0.6112207842223156,-0.6102018140176974,0.21384324185182232,True,eom,euclidean,3,3,none,euclidean,0.00908117540125879,10,3,"(1, 1)",english,False,-0.12377979273358791,0.6694308943089431,0.7636996641803235
dataset_name,RF,LCB,56,450.922575712204,-0.6218283144113388,-0.6179119758966807,0.21149878177937456,True,eom,euclidean,3,2,none,euclidean,0.008175632438537488,10,3,"(1, 1)",english,False,-0.127708394227858,0.6680577849117175,0.7607997004100799
dataset_name,RF,LCB,57,448.13488698005676,-0.6107109298478379,-0.6089153590704637,0.21528067808613852,True,eom,euclidean,3,3,none,euclidean,0.008273161330471254,2,3,"(1, 1)",english,False,-0.12248144060744343,0.6717990275526742,0.7884894223711841
dataset_name,RF,LCB,58,470.83802103996277,-0.620226290359754,-0.6140638438716359,0.2144370136361335,True,eom,euclidean,3,2,none,euclidean,0.007969459743441725,2,3,"(1, 1)",english,False,-0.12606517388428845,0.6657142857142857,0.7760435722510199
dataset_name,RF,LCB,59,449.4851679801941,-0.6166103941061225,-0.6139803616813507,0.21276311077591697,True,eom,euclidean,3,3,none,euclidean,0.00016471749562725683,2,3,"(1, 1)",english,False,-0.12487455967850795,0.6661341853035144,0.782141854894345
dataset_name,RF,LCB,60,460.4776041507721,-0.6244777414815587,-0.6195711801861808,0.20853811845817305,True,eom,euclidean,3,3,none,cosine,0.005650956350821115,5,3,"(1, 1)",english,False,-0.12553855124650862,0.6661264181523501,0.774099440842565
dataset_name,RF,LCB,61,447.6846590042114,-0.6134581177132415,-0.6134497880928436,0.2113446668183255,True,eom,euclidean,3,3,none,euclidean,0.006747261961615845,2,3,"(1, 1)",english,False,-0.12347267094204864,0.6674836601307189,0.7836151584958494
dataset_name,RF,LCB,62,453.08630990982056,-0.6216239484286037,-0.6206079682221423,0.20837761740821176,True,eom,euclidean,3,3,none,euclidean,0.007838938359860501,10,3,"(1, 1)",english,False,-0.12638591322614032,0.6588785046728972,0.7603971770796006
dataset_name,RF,LCB,63,451.0369539260864,-0.6172742275790686,-0.6162196681845583,0.21193901722209643,True,eom,euclidean,3,2,none,euclidean,0.0005722958590890826,2,3,"(1, 1)",english,False,-0.12745824985770546,0.66832,0.7910234396480695
