dataset,surrogate model,acquisition function,num_iteration,time,Median(model_runs),Mean(model_runs),Standard_Deviation(model_runs),ctfidf_reduce_frequent_words,hdbscan_cluster_selection_method,hdbscan_metric,hdbscan_min_cluster_size,min_topic_size,outliers_strategy,umap_metric,umap_min_dist,umap_n_components,umap_n_neighbors,vectorizer_ngram_range,vectorizer_stop_words,vectorizer_tokenizer,Coherence(not optimized),Topic diversity(not optimized),Silhouette Metric(not optimized)
dataset_name,RF,LCB,72,93.78570485115051,-0.5766108632652424,-0.5478328717212745,0.20895632711272025,False,eom,euclidean,5,2,probabilities,cosine,0.10736723956605768,10,42,"(1, 1)",english,False,-0.06447603463313774,0.7292517006802721,0.4296630124471017
dataset_name,RF,LCB,73,96.24095368385315,-0.555346398017808,-0.5535789385800628,0.1804088946572066,False,eom,euclidean,5,1,c-tf-idf,cosine,0.12009799494786717,10,43,"(1, 1)",english,False,-0.0432996475862955,0.6900552486187845,0.3060723655517816
dataset_name,RF,LCB,74,86.41404795646667,-0.5894574912130344,-0.5694508006337016,0.18367092654228928,False,eom,euclidean,4,1,probabilities,cosine,0.1364827817990105,8,50,"(1, 1)",english,False,-0.0537513308381727,0.6682027649769585,0.23059269552813721
dataset_name,RF,LCB,75,80.1822578907013,-0.5326662873419648,-0.5290236763778997,0.22906087025376096,True,eom,euclidean,5,2,probabilities,euclidean,0.116349189635176,10,46,"(1, 1)",english,False,-0.061560206772435226,0.7386861313868613,0.36986214727723654
dataset_name,RF,LCB,76,86.30921602249146,-0.5446790808027555,-0.5356898961182942,0.21567378303901216,False,eom,euclidean,5,2,probabilities,cosine,0.15032967548461323,3,45,"(1, 1)",english,False,-0.05501405436330353,0.7292517006802721,0.3519865454671195
dataset_name,RF,LCB,77,87.44452786445618,-0.5314196214267406,-0.5309056891021497,0.22924638079979073,False,eom,euclidean,5,3,embeddings,cosine,0.19748571227496933,10,46,"(1, 1)",english,False,-0.06376580239573036,0.7389312977099237,0.5369277326059663
dataset_name,RF,LCB,78,81.2658679485321,-0.5474825357595874,-0.546308493606701,0.21569491963283507,True,eom,euclidean,5,1,embeddings,euclidean,0.112532044059851,9,47,"(1, 1)",english,False,-0.06773909439468058,0.7188811188811188,0.5431947274612987
dataset_name,RF,LCB,79,78.87044191360474,-0.5341737350143518,-0.5289139101270046,0.22946518592345141,False,eom,euclidean,5,1,probabilities,euclidean,0.11283436942446642,9,50,"(1, 1)",english,False,-0.06402458975412614,0.7369565217391304,0.3688670651888936
dataset_name,RF,LCB,80,76.75903820991516,-0.5421273436099551,-0.5412134677174716,0.22525098653263861,False,eom,euclidean,5,3,probabilities,cosine,0.1835835369116311,2,49,"(1, 1)",english,False,-0.06821809379053714,0.7290780141843972,0.3267984236468078
dataset_name,RF,LCB,81,81.06758689880371,-0.5265821619575946,-0.5236561566427268,0.232055592536349,True,eom,euclidean,5,2,probabilities,cosine,0.1940110014486904,10,41,"(1, 1)",english,False,-0.06041264760193983,0.7477611940298508,0.37270385804985595
dataset_name,RF,LCB,82,84.62695026397705,-0.5714481024892734,-0.5403153698186397,0.2123435682478211,False,eom,euclidean,5,3,probabilities,cosine,0.14424821478395677,10,43,"(1, 1)",english,False,-0.05646806811505893,0.7448529411764706,0.39173683699925615
dataset_name,RF,LCB,83,83.79256010055542,-0.5199931076554112,-0.5200138176846938,0.23814186421906466,False,eom,euclidean,5,3,c-tf-idf,cosine,0.1619669673284367,10,50,"(1, 1)",english,False,-0.06112747764687187,0.754014598540146,0.4689459662612112
dataset_name,RF,LCB,84,88.24493789672852,-0.5234857829756147,-0.5222042569737638,0.23764677658267674,False,eom,euclidean,5,3,distributions,cosine,0.116648094132863,10,49,"(1, 2)",english,False,-0.06635171369785521,0.7544117647058823,0.4617201763484599
dataset_name,RF,LCB,85,82.95759105682373,-0.5266701267798757,-0.5250907922173692,0.23295286506705398,False,eom,euclidean,5,2,embeddings,cosine,0.13173127748607869,10,45,"(1, 1)",english,False,-0.06319938817891461,0.7477272727272727,0.5671810969053737
dataset_name,RF,LCB,86,86.79046416282654,-0.5266345624948328,-0.5248199996610041,0.23636618937414783,False,eom,euclidean,5,3,distributions,cosine,0.11826400381093091,10,45,"(1, 2)",english,False,-0.06553096742300193,0.7489208633093525,0.47866875967454625
dataset_name,RF,LCB,87,80.07207822799683,-0.5316189343815102,-0.5255504249613038,0.23007619857023046,True,eom,euclidean,5,2,probabilities,cosine,0.1508841347345979,10,44,"(1, 1)",english,False,-0.061170706510600456,0.7470588235294118,0.4236887860030267
dataset_name,RF,LCB,88,80.73070120811462,-0.5306380481889841,-0.5239598639363399,0.23169222316214735,False,eom,euclidean,5,2,probabilities,cosine,0.17605721124739274,9,43,"(1, 1)",english,False,-0.0587923649878429,0.7426470588235294,0.39611631481196247
dataset_name,RF,LCB,89,84.35549020767212,-0.5166702125861085,-0.5155599184339762,0.23972561510491133,False,eom,euclidean,5,3,distributions,cosine,0.12821440244732954,10,46,"(1, 1)",english,False,-0.06063590919157749,0.7607407407407407,0.48266982684543713
dataset_name,RF,LCB,90,81.78345823287964,-0.5263042785591718,-0.520424264593531,0.2390772479096098,False,eom,euclidean,5,3,distributions,cosine,0.14800270471510094,10,46,"(1, 1)",english,False,-0.06537098060124379,0.7576923076923077,0.460621967661325
dataset_name,RF,LCB,91,85.4578332901001,-0.5256945843700038,-0.5241167620378371,0.23446086657502951,False,eom,euclidean,5,1,distributions,cosine,0.10994601186432625,10,45,"(1, 1)",english,False,-0.06568418302525438,0.7507462686567165,0.4702027231717058
dataset_name,RF,LCB,92,86.08883714675903,-0.5314496319897075,-0.5291502291715982,0.23233071271552105,False,eom,euclidean,5,3,embeddings,cosine,0.1313633206299338,10,44,"(1, 1)",english,False,-0.06784237892041814,0.7452554744525547,0.5591806197243002
dataset_name,RF,LCB,93,87.71369290351868,-0.5214931772969398,-0.5184825630274696,0.23789042078683537,False,eom,euclidean,5,3,distributions,cosine,0.1630708827341022,10,40,"(1, 1)",english,False,-0.061145735649661685,0.7559701492537313,0.4821699883507392
dataset_name,RF,LCB,94,86.02506399154663,-0.5344652506426134,-0.5331848023671814,0.2229697156896056,False,eom,euclidean,5,3,probabilities,cosine,0.10843278903472178,10,49,"(1, 2)",english,False,-0.06299634179297475,0.7333333333333333,0.4149035017423971
dataset_name,RF,LCB,95,86.4344379901886,-0.5235601850559779,-0.5221940028951377,0.23989558200408836,False,eom,euclidean,5,3,distributions,cosine,0.1617984269717263,9,39,"(1, 1)",english,False,-0.06832123638955448,0.755,0.4789350915033931
dataset_name,RF,LCB,96,89.66612720489502,-0.5247173684947759,-0.5231416007743743,0.23694743467431162,False,eom,euclidean,5,3,distributions,cosine,0.15333998678991964,10,38,"(1, 2)",english,False,-0.06273250724983191,0.7479166666666667,0.4829426268609103
dataset_name,RF,LCB,97,93.59253406524658,-0.555273764167264,-0.5553901570112153,0.17942672140747526,False,eom,euclidean,5,3,distributions,cosine,0.11842494817408222,10,38,"(1, 1)",english,False,-0.041596853067963305,0.6859550561797753,0.3030578111760815
dataset_name,RF,LCB,98,95.56584024429321,-0.5669722020493774,-0.5518388040789359,0.19617822912726293,True,eom,euclidean,5,3,distributions,cosine,0.15241424106533508,9,40,"(1, 2)",english,False,-0.04437999306765188,0.6801136363636363,0.31818381186938544
dataset_name,RF,LCB,99,88.01845026016235,-0.517796725691086,-0.5139073960142709,0.24168908364433556,False,eom,euclidean,5,3,distributions,cosine,0.1965586441406455,9,38,"(1, 1)",english,False,-0.06010535133949875,0.7646153846153846,0.4868453970483098
